Unknown
Date,Open,High,Low,Close,Volume,Adjusted Close
2013-1-1,5.43,5.43,5.43,5.43,0,5.22
2013-1-2,5.43,5.43,5.43,5.43,0,5.22
2013-1-3,5.43,5.43,5.43,5.43,0,5.22
2013-1-4,5.42,5.55,5.21,5.3,29749300,5.09
2013-1-7,5.26,5.38,5.23,5.33,18250600,5.12
2013-1-8,5.34,5.37,5.24,5.32,14409800,5.11
2013-1-9,5.3,5.36,5.17,5.27,15118900,5.07
2013-1-10,5.26,5.31,5.21,5.3,12174700,5.09
2013-1-11,5.3,5.34,5.06,5.09,12531000,4.89
2013-1-14,5.06,5.25,5.03,5.24,12282200,5.04
2013-1-15,5.25,5.26,5.17,5.23,12363000,5.03
2013-1-16,5.24,5.75,5.16,5.75,29094700,5.53
2013-1-17,5.75,5.96,5.43,5.44,25557000,5.23
2013-1-18,5.39,5.52,5.33,5.44,12586700,5.23
2013-1-21,5.41,5.69,5.37,5.5,15406400,5.29
2013-1-22,5.48,5.55,5.3,5.36,11315600,5.15
2013-1-23,5.32,5.37,5.25,5.35,7418500,5.14
2013-1-24,5.31,5.59,5.27,5.4,17433200,5.19
2013-1-25,5.37,5.65,5.33,5.64,20703000,5.42
2013-1-28,5.6,5.76,5.52,5.72,18415800,5.5
2013-1-29,5.71,5.8,5.61,5.71,13591600,5.49
2013-1-30,5.72,5.74,5.61,5.65,11271400,5.43
2013-1-31,5.6,5.65,5.41,5.44,12720500,5.23
2013-2-1,5.44,5.54,5.38,5.45,7226400,5.24
2013-2-4,5.47,5.53,5.29,5.3,9002200,5.09
2013-2-5,5.36,5.45,5.28,5.42,6133300,5.21
2013-2-6,5.42,5.5,5.4,5.43,4417400,5.22
2013-2-7,5.42,5.48,5.41,5.43,4897600,5.22
2013-2-8,5.41,5.58,5.41,5.51,7027100,5.3
2013-2-11,5.51,5.51,5.51,5.51,0,5.3
2013-2-12,5.51,5.51,5.51,5.51,0,5.3
2013-2-13,5.51,5.51,5.51,5.51,0,5.3
2013-2-14,5.51,5.51,5.51,5.51,0,5.3
2013-2-15,5.51,5.51,5.51,5.51,0,5.3
2013-2-18,5.6,5.63,5.48,5.5,7623100,5.29
2013-2-19,5.54,5.56,5.35,5.39,7583200,5.18
2013-2-20,5.38,5.43,5.35,5.41,4803900,5.2
2013-2-21,5.38,5.4,5.14,5.18,10446600,4.98
2013-2-22,5.19,5.23,5.15,5.17,4841100,4.97
2013-2-25,5.16,5.31,5.14,5.29,6455300,5.09
2013-2-26,5.28,5.3,5.16,5.17,6498000,4.97
2013-2-27,5.18,5.27,5.14,5.17,4053100,4.97
2013-2-28,5.16,5.29,5.16,5.27,5185700,5.07
2013-3-1,5.27,5.32,5.21,5.3,4915100,5.09
2013-3-4,5.3,5.57,5.3,5.45,17560500,5.24
2013-3-5,5.4,5.58,5.4,5.57,17044400,5.35
2013-3-6,5.61,5.67,5.47,5.57,14853100,5.35
2013-3-7,5.69,6.13,5.69,6.13,61897500,5.89
2013-3-8,6.1,6.2,5.84,5.89,33036000,5.66
2013-3-11,5.89,6.02,5.82,5.88,14048400,5.65
2013-3-12,5.84,5.96,5.5,5.62,16845800,5.4
2013-3-13,5.62,5.65,5.29,5.44,11787300,5.23
2013-3-14,5.42,5.66,5.36,5.54,10777200,5.33
2013-3-15,5.52,5.65,5.38,5.47,8228900,5.26
2013-3-18,5.5,5.57,5.43,5.44,5466300,5.23
2013-3-19,5.5,5.67,5.45,5.59,10888500,5.37
2013-3-20,5.6,5.69,5.57,5.67,10956500,5.45
2013-3-21,5.7,5.94,5.7,5.86,15912000,5.63
2013-3-22,5.82,5.91,5.74,5.82,9750700,5.59
2013-3-25,5.86,5.9,5.64,5.65,9401100,5.43
2013-3-26,5.64,5.86,5.46,5.85,11357600,5.62
2013-3-27,5.77,5.88,5.75,5.77,9911800,5.55
2013-3-28,5.82,6.03,5.6,5.8,20488400,5.58
2013-3-29,5.8,5.8,5.55,5.56,12480100,5.34
2013-4-1,5.51,5.63,5.5,5.59,6298800,5.37
2013-4-2,5.59,5.62,5.34,5.37,10827600,5.16
2013-4-3,5.44,5.53,5.26,5.27,7455400,5.07
2013-4-4,5.27,5.27,5.27,5.27,0,5.07
2013-4-5,5.27,5.27,5.27,5.27,0,5.07
2013-4-8,5.2,5.24,4.93,5.16,5569400,4.96
